scheduler,internal_device,physical_gpu,start_time_s,end_time_s,duration_s
sailp,0,3,6832.7699705464765,6833.132356732152,0.36238618567585945
sailp,0,3,6833.810026583262,6834.18219842203,0.37217183876782656
sailp,0,3,6834.631564723328,6836.024262036197,1.3926973128691316
sailp,0,3,6836.514170372859,6837.190046379343,0.6758760064840317
sailp,0,3,6837.788808993064,6838.544178328477,0.7553693354129791
sailp,0,3,6839.160902666859,6839.64822829701,0.4873256301507354
sailp,0,3,6840.13188601099,6842.524922277778,2.3930362667888403
sailp,0,3,6843.259290391579,6843.913589637727,0.654299246147275
sailp,0,3,6844.264060199261,6846.749294917099,2.485234717838466
sailp,0,3,6847.199190947227,6848.293262901716,1.0940719544887543
sailp,0,3,6849.047519915737,6849.3546880465,0.3071681307628751
sailp,0,3,6849.9931055326015,6851.028755011037,1.0356494784355164
sailp,0,3,6851.461989545263,6852.017880699597,0.5558911543339491
sailp,0,3,6852.469977412373,6854.0862758383155,1.6162984259426594
sailp,0,3,6854.706585020758,6855.011107690632,0.3045226698741317
sailp,0,3,6855.661830559373,6856.0874940585345,0.42566349916160107
sailp,0,3,6856.436842201278,6857.977010921575,1.5401687202975154
sailp,0,3,6858.426182082854,6862.753851829097,4.327669746242464
sailp,0,3,6863.2034974126145,6867.382972824387,4.179475411772728
sailp,0,3,6868.205808257684,6874.635684136301,6.4298758786171675
sailp,0,3,6875.233415996656,6879.338483192027,4.105067195370793
sailp,0,3,6879.788928984664,6882.135253014043,2.346324029378593
sailp,0,3,6882.495283542201,6887.866225063801,5.370941521599889
sailp,0,3,6888.216064976528,6893.901270241477,5.6852052649483085
sailp,0,3,6894.582605791278,6900.594887495041,6.01228170376271
sailp,0,3,6900.967558876611,6902.58190151304,1.6143426364287734
sailp,0,3,6903.12861691229,6903.48773664888,0.35911973658949137
sailp,0,3,6903.968457779847,6904.751872226596,0.7834144467487931
sailp,0,3,6905.412578204647,6906.011851899326,0.599273694679141
sailp,0,3,6906.462425374426,6917.828366646543,11.365941272117198
sailp,0,3,6918.451054325327,6923.404151634313,4.953097308985889
sailp,0,3,6923.754821813665,6927.28912775591,3.5343059422448277
sailp,0,3,6927.900507437065,6931.3638375857845,3.463330148719251
sailp,0,3,6931.822982838377,6934.736094387248,2.913111548870802
sailp,0,3,6935.237785273232,6940.140267776325,4.902482503093779
sailp,0,3,6940.591655179858,6942.111935685389,1.5202805055305362
sailp,0,3,6942.470957234502,6974.62136749737,32.15041026286781
sailp,0,3,6975.172762122005,6980.307734273374,5.134972151368856
sailp,0,3,6981.045120561495,6983.151661075652,2.1065405141562223
sailp,0,3,6983.602264548652,6984.812683829106,1.2104192804545164
sailp,0,3,6985.490967575461,6985.7811261136085,0.2901585381478071
sailp,0,3,6986.308773590252,6987.587597122416,1.2788235321640968
